Label_names,Label_indices,Occurences
mat,1790,"('mat', 15)"
play tennis,1626,"('play tennis', 15)"
hiding,3020,"('hiding', 15)"
trains,1634,"('trains', 15)"
show,1699,"('show', 15)"
earrings,1658,"('earrings', 15)"
coming,1683,"('coming', 15)"
team,1692,"('team', 15)"
sailing,2568,"('sailing', 15)"
coats,2403,"('coats', 15)"
wine glasses,1815,"('wine glasses', 15)"
lanes,1877,"('lanes', 15)"
harbor,2593,"('harbor', 15)"
logs,1882,"('logs', 15)"
doubles,1900,"('doubles', 15)"
baking,1905,"('baking', 15)"
drain,3049,"('drain', 15)"
castle,1948,"('castle', 15)"
indoor,1953,"('indoor', 15)"
sticker,1988,"('sticker', 15)"
san diego,2001,"('san diego', 15)"
eaten,2018,"('eaten', 15)"
serious,2794,"('serious', 15)"
hills,2091,"('hills', 15)"
pedestrian,1929,"('pedestrian', 15)"
hit,2125,"('hit', 15)"
d,2491,"('d', 15)"
1:20,2156,"('1:20', 15)"
90,2183,"('90', 15)"
clydesdale,2233,"('clydesdale', 15)"
3:15,2263,"('3:15', 15)"
looking out window,2281,"('looking out window', 15)"
kneeling,2614,"('kneeling', 15)"
base,2295,"('base', 15)"
11:25,3062,"('11:25', 15)"
catch ball,2318,"('catch ball', 15)"
mario,2319,"('mario', 15)"
11:10,2646,"('11:10', 15)"
hiking,2343,"('hiking', 15)"
1:15,3008,"('1:15', 15)"
nursing,2378,"('nursing', 15)"
above toilet,2387,"('above toilet', 15)"
spoons,2391,"('spoons', 15)"
lace,2600,"('lace', 15)"
10:30,2410,"('10:30', 15)"
conductor,2464,"('conductor', 15)"
no 1,413,"('no 1', 15)"
uk,2596,"('uk', 15)"
3:30,2747,"('3:30', 15)"
siblings,2653,"('siblings', 15)"
recently,778,"('recently', 15)"
pacific,2681,"('pacific', 15)"
keys,2864,"('keys', 15)"
batman,2698,"('batman', 15)"
cherries,2713,"('cherries', 15)"
globe,2721,"('globe', 15)"
tim hortons,2750,"('tim hortons', 15)"
classroom,2589,"('classroom', 15)"
raspberries,2903,"('raspberries', 15)"
drying,3061,"('drying', 15)"
wetsuits,2849,"('wetsuits', 15)"
life jacket,2855,"('life jacket', 15)"
smiley face,2862,"('smiley face', 15)"
on bus,2905,"('on bus', 15)"
us airways,3095,"('us airways', 15)"
hot sauce,305,"('hot sauce', 14)"
brazil,399,"('brazil', 14)"
pasture,1499,"('pasture', 14)"
2.00,489,"('2.00', 14)"
left side,3058,"('left side', 14)"
toshiba,589,"('toshiba', 14)"
remote control,1326,"('remote control', 14)"
catch,634,"('catch', 14)"
kissing,2432,"('kissing', 14)"
shepherd,713,"('shepherd', 14)"
liquor,862,"('liquor', 14)"
next to toilet,807,"('next to toilet', 14)"
on woman,2256,"('on woman', 14)"
handlebars,927,"('handlebars', 14)"
single,958,"('single', 14)"
v,2666,"('v', 14)"
ollie,994,"('ollie', 14)"
2 years,2587,"('2 years', 14)"
hanger,1008,"('hanger', 14)"
rear,1058,"('rear', 14)"
target,2722,"('target', 14)"
boxer,1102,"('boxer', 14)"
benches,1129,"('benches', 14)"
speakers,1134,"('speakers', 14)"
remotes,1153,"('remotes', 14)"
2:00,1187,"('2:00', 14)"
blood,1299,"('blood', 14)"
feeding giraffe,1320,"('feeding giraffe', 14)"
still,1340,"('still', 14)"
down street,2308,"('down street', 14)"
take off,2843,"('take off', 14)"
51,1910,"('51', 14)"
under,2542,"('under', 14)"
virgin,1404,"('virgin', 14)"
hawaiian,1420,"('hawaiian', 14)"
drive,1721,"('drive', 14)"
reds,1424,"('reds', 14)"
roll,1433,"('roll', 14)"
stuffed,1456,"('stuffed', 14)"
throw frisbee,2533,"('throw frisbee', 14)"
camping,1498,"('camping', 14)"
christian,2942,"('christian', 14)"
blankets,1527,"('blankets', 14)"
palm tree,1771,"('palm tree', 14)"
on sink,1597,"('on sink', 14)"
smoking,1636,"('smoking', 14)"
riding motorcycle,1652,"('riding motorcycle', 14)"
catch frisbee,1719,"('catch frisbee', 14)"
prom,2359,"('prom', 14)"
fast food,1729,"('fast food', 14)"
finger,3110,"('finger', 14)"
grocery,1736,"('grocery', 14)"
2:25,1738,"('2:25', 14)"
awake,1761,"('awake', 14)"
56,1773,"('56', 14)"
branches,1828,"('branches', 14)"
zucchini,1831,"('zucchini', 14)"
dancing,2604,"('dancing', 14)"
1:35,1858,"('1:35', 14)"
biker,1879,"('biker', 14)"
persian,1896,"('persian', 14)"
4:15,1906,"('4:15', 14)"
sweatband,1220,"('sweatband', 14)"
orchid,2832,"('orchid', 14)"
fashion,1964,"('fashion', 14)"
baseball player,2059,"('baseball player', 14)"
styrofoam,2029,"('styrofoam', 14)"
machine,2051,"('machine', 14)"
tires,2074,"('tires', 14)"
powdered sugar,2098,"('powdered sugar', 14)"
wheelchair,2331,"('wheelchair', 14)"
46,411,"('46', 14)"
iris,2243,"('iris', 14)"
washing,2251,"('washing', 14)"
notebook,2528,"('notebook', 14)"
no smoking,2264,"('no smoking', 14)"
no cat,2529,"('no cat', 14)"
meeting,2819,"('meeting', 14)"
fancy,2327,"('fancy', 14)"
pink and blue,2582,"('pink and blue', 14)"
shih tzu,2960,"('shih tzu', 14)"
paisley,2355,"('paisley', 14)"
2:10,2371,"('2:10', 14)"
shaking hands,2573,"('shaking hands', 14)"
railroad crossing,2384,"('railroad crossing', 14)"
in his hand,2480,"('in his hand', 14)"
chest,2545,"('chest', 14)"
sled,2462,"('sled', 14)"
emergency,2475,"('emergency', 14)"
ski slope,2476,"('ski slope', 14)"
harry potter,2500,"('harry potter', 14)"
roundabout,3045,"('roundabout', 14)"
penguin,2515,"('penguin', 14)"
horizontally,2775,"('horizontally', 14)"
joshua,2595,"('joshua', 14)"
47,2605,"('47', 14)"
disney,2958,"('disney', 14)"
dodge,2405,"('dodge', 14)"
dachshund,2665,"('dachshund', 14)"
decorative,1419,"('decorative', 14)"
legos,2704,"('legos', 14)"
drinking water,2705,"('drinking water', 14)"
controllers,2759,"('controllers', 14)"
flip phone,2788,"('flip phone', 14)"
cleaner,2806,"('cleaner', 14)"
64,2817,"('64', 14)"
7:00,2820,"('7:00', 14)"
it isn't,2176,"(""it isn't"", 14)"
hardwood,1385,"('hardwood', 14)"
skate,2900,"('skate', 14)"
4:50,2956,"('4:50', 14)"
49,3096,"('49', 14)"
raft,39,"('raft', 13)"
8:00,97,"('8:00', 13)"
peanuts,2558,"('peanuts', 13)"
biplane,397,"('biplane', 13)"
night time,403,"('night time', 13)"
not at all,650,"('not at all', 13)"
tank,485,"('tank', 13)"
corona,497,"('corona', 13)"
pipe,629,"('pipe', 13)"
all way,2292,"('all way', 13)"
side of road,1518,"('side of road', 13)"
air conditioner,699,"('air conditioner', 13)"
goatee,716,"('goatee', 13)"
cycling,2691,"('cycling', 13)"
women's,743,"(""women's"", 13)"
no man,745,"('no man', 13)"
barrel,753,"('barrel', 13)"
atv,756,"('atv', 13)"
swimsuit,764,"('swimsuit', 13)"
factory,914,"('factory', 13)"
shut,827,"('shut', 13)"
in snow,1798,"('in snow', 13)"
tarp,870,"('tarp', 13)"
don't walk,2588,"(""don't walk"", 13)"
quilt,1026,"('quilt', 13)"
burton,895,"('burton', 13)"
raspberry,948,"('raspberry', 13)"
antelope,966,"('antelope', 13)"
10:40,2040,"('10:40', 13)"
pedestal,1045,"('pedestal', 13)"
frisbees,1072,"('frisbees', 13)"
train tracks,847,"('train tracks', 13)"
crafts,1116,"('crafts', 13)"
gaming,1146,"('gaming', 13)"
400,2489,"('400', 13)"
on fridge,1225,"('on fridge', 13)"
high chair,1852,"('high chair', 13)"
tunnel,1258,"('tunnel', 13)"
tourist,2834,"('tourist', 13)"
4:00,1276,"('4:00', 13)"
balloons,1289,"('balloons', 13)"
drawer,1292,"('drawer', 13)"
island,1298,"('island', 13)"
2015,1352,"('2015', 13)"
food truck,1368,"('food truck', 13)"
lifeguard,1859,"('lifeguard', 13)"
chains,1409,"('chains', 13)"
pirate,2320,"('pirate', 13)"
yarn,1469,"('yarn', 13)"
taking selfie,1476,"('taking selfie', 13)"
pear,2428,"('pear', 13)"
9:05,2934,"('9:05', 13)"
grind,1552,"('grind', 13)"
heater,1602,"('heater', 13)"
seafood,1612,"('seafood', 13)"
lizard,1616,"('lizard', 13)"
balloon,1706,"('balloon', 13)"
teacher,2463,"('teacher', 13)"
very old,1724,"('very old', 13)"
5:45,1730,"('5:45', 13)"
band,1734,"('band', 13)"
badminton,2868,"('badminton', 13)"
upside down,2761,"('upside down', 13)"
jar,2897,"('jar', 13)"
control,1851,"('control', 13)"
graduation,1796,"('graduation', 13)"
cauliflower,1797,"('cauliflower', 13)"
closet,2069,"('closet', 13)"
placemat,1822,"('placemat', 13)"
feta,1832,"('feta', 13)"
cushion,2985,"('cushion', 13)"
strike,1871,"('strike', 13)"
victorian,428,"('victorian', 13)"
o,1899,"('o', 13)"
on man,1922,"('on man', 13)"
hugging,1925,"('hugging', 13)"
pedestrian crossing,2099,"('pedestrian crossing', 13)"
golden gate,1946,"('golden gate', 13)"
cover,1947,"('cover', 13)"
robot,1698,"('robot', 13)"
ups,3075,"('ups', 13)"
ladybug,2088,"('ladybug', 13)"
cucumbers,2752,"('cucumbers', 13)"
skull and crossbones,2008,"('skull and crossbones', 13)"
herd,2011,"('herd', 13)"
5:15,2025,"('5:15', 13)"
cheddar,2032,"('cheddar', 13)"
2:45,2330,"('2:45', 13)"
whole,2042,"('whole', 13)"
aa,2054,"('aa', 13)"
4 way,2056,"('4 way', 13)"
bike rack,845,"('bike rack', 13)"
red and gray,2136,"('red and gray', 13)"
jp morgan,2165,"('jp morgan', 13)"
palm trees,2166,"('palm trees', 13)"
pens,2168,"('pens', 13)"
used,2773,"('used', 13)"
thumbs up,2190,"('thumbs up', 13)"
bagel,2204,"('bagel', 13)"
sesame,2216,"('sesame', 13)"
tropical,2222,"('tropical', 13)"
drawing,2248,"('drawing', 13)"
grape,2540,"('grape', 13)"
white and yellow,867,"('white and yellow', 13)"
russia,2316,"('russia', 13)"
baseball game,2357,"('baseball game', 13)"
logitech,2370,"('logitech', 13)"
spiderman,2397,"('spiderman', 13)"
tour,2551,"('tour', 13)"
cameras,2458,"('cameras', 13)"
wine tasting,2541,"('wine tasting', 13)"
guitar hero,2561,"('guitar hero', 13)"
black and brown,2701,"('black and brown', 13)"
mall,2616,"('mall', 13)"
thomas,2641,"('thomas', 13)"
golf,2022,"('golf', 13)"
scale,2674,"('scale', 13)"
wireless,2729,"('wireless', 13)"
heineken,2798,"('heineken', 13)"
turn right,2902,"('turn right', 13)"
forehand,2348,"('forehand', 13)"
skiers,2821,"('skiers', 13)"
crest,2838,"('crest', 13)"
flood,2841,"('flood', 13)"
burrito,2706,"('burrito', 13)"
tie dye,2853,"('tie dye', 13)"
monster,2861,"('monster', 13)"
stretching,2892,"('stretching', 13)"
purple and white,2879,"('purple and white', 13)"
space needle,2916,"('space needle', 13)"
db,2922,"('db', 13)"
sunrise,2964,"('sunrise', 13)"
futon,3086,"('futon', 13)"
soon,3085,"('soon', 13)"
rolex,79,"('rolex', 12)"
syrup,349,"('syrup', 12)"
carnation,417,"('carnation', 12)"
steeple,429,"('steeple', 12)"
whale,490,"('whale', 12)"
professional,493,"('professional', 12)"
alive,550,"('alive', 12)"
water skis,551,"('water skis', 12)"
trunks,2815,"('trunks', 12)"
camel,595,"('camel', 12)"
4:35,599,"('4:35', 12)"
cat food,639,"('cat food', 12)"
produce,665,"('produce', 12)"
print,718,"('print', 12)"
very deep,763,"('very deep', 12)"
green and black,765,"('green and black', 12)"
stands,767,"('stands', 12)"
name tag,812,"('name tag', 12)"
not here,1970,"('not here', 12)"
multiple,3029,"('multiple', 12)"
dump truck,1018,"('dump truck', 12)"
cat and dog,1052,"('cat and dog', 12)"
fountain,1071,"('fountain', 12)"
white and pink,1082,"('white and pink', 12)"
thumb,1124,"('thumb', 12)"
feathers,1496,"('feathers', 12)"
toilet brush,1149,"('toilet brush', 12)"
pickup,1151,"('pickup', 12)"
thai,1179,"('thai', 12)"
mountain dew,1188,"('mountain dew', 12)"
desserts,1206,"('desserts', 12)"
tennis racquet,1302,"('tennis racquet', 12)"
turning,1307,"('turning', 12)"
glaze,1333,"('glaze', 12)"
1:45,1336,"('1:45', 12)"
throw,1346,"('throw', 12)"
looking at phone,1366,"('looking at phone', 12)"
age,1411,"('age', 12)"
mixer,1460,"('mixer', 12)"
on car,2547,"('on car', 12)"
sunbathing,1457,"('sunbathing', 12)"
tube,1470,"('tube', 12)"
hundreds,2352,"('hundreds', 12)"
sailboats,1505,"('sailboats', 12)"
spray paint,1508,"('spray paint', 12)"
airplanes,1520,"('airplanes', 12)"
black and blue,1753,"('black and blue', 12)"
over easy,3040,"('over easy', 12)"
wallet,1564,"('wallet', 12)"
butt,1975,"('butt', 12)"
westin,1640,"('westin', 12)"
in corner,2240,"('in corner', 12)"
hallway,1725,"('hallway', 12)"
honey,1739,"('honey', 12)"
yard,1745,"('yard', 12)"
notes,2675,"('notes', 12)"
sideways,1751,"('sideways', 12)"
1:00,1758,"('1:00', 12)"
rye,1766,"('rye', 12)"
7:35,2852,"('7:35', 12)"
cloud,1835,"('cloud', 12)"
stained glass,1924,"('stained glass', 12)"
meatballs,2858,"('meatballs', 12)"
chevy,1911,"('chevy', 12)"
shells,1966,"('shells', 12)"
marker,2459,"('marker', 12)"
shed,2606,"('shed', 12)"
chalk,1984,"('chalk', 12)"
mattress,2003,"('mattress', 12)"
dough,3019,"('dough', 12)"
switzerland,2891,"('switzerland', 12)"
coaster,2155,"('coaster', 12)"
2nd,2965,"('2nd', 12)"
different teams,2199,"('different teams', 12)"
grandfather,2223,"('grandfather', 12)"
patio,2275,"('patio', 12)"
only,2249,"('only', 12)"
windsor,2253,"('windsor', 12)"
life,1063,"('life', 12)"
almonds,2287,"('almonds', 12)"
bark,2293,"('bark', 12)"
fox,2394,"('fox', 12)"
top hat,2333,"('top hat', 12)"
information,2363,"('information', 12)"
bird feeder,2367,"('bird feeder', 12)"
seaweed,2829,"('seaweed', 12)"
mint,2395,"('mint', 12)"
gray and black,2402,"('gray and black', 12)"
angry,2415,"('angry', 12)"
copyright,2429,"('copyright', 12)"
video,3109,"('video', 12)"
on skateboard,1679,"('on skateboard', 12)"
cakes,1792,"('cakes', 12)"
wavy,2628,"('wavy', 12)"
wings,2514,"('wings', 12)"
ottoman,2522,"('ottoman', 12)"
red light,971,"('red light', 12)"
sewing,2546,"('sewing', 12)"
choppy,2567,"('choppy', 12)"
on plane,2953,"('on plane', 12)"
1 year,2807,"('1 year', 12)"
7:45,2827,"('7:45', 12)"
slow down,2620,"('slow down', 12)"
lays,2621,"('lays', 12)"
orange and blue,2182,"('orange and blue', 12)"
genetics,2662,"('genetics', 12)"
1980,2925,"('1980', 12)"
870,2693,"('870', 12)"
boundaries,2894,"('boundaries', 12)"
baked,2854,"('baked', 12)"
baker,2719,"('baker', 12)"
leaning,2728,"('leaning', 12)"
radish,2733,"('radish', 12)"
101,2789,"('101', 12)"
wheel,1422,"('wheel', 12)"
pottery,2627,"('pottery', 12)"
pitch,2837,"('pitch', 12)"
diesel,2847,"('diesel', 12)"
oriental,2875,"('oriental', 12)"
tinkerbell,2883,"('tinkerbell', 12)"
12:40,3073,"('12:40', 12)"
54,2899,"('54', 12)"
1.00,3000,"('1.00', 12)"
skatepark,2917,"('skatepark', 12)"
hsbc,2914,"('hsbc', 12)"
hitting,2972,"('hitting', 12)"
nest,3028,"('nest', 12)"
westjet,3076,"('westjet', 12)"
mayonnaise,113,"('mayonnaise', 11)"
wax,2619,"('wax', 11)"
backyard,273,"('backyard', 11)"
athletics,974,"('athletics', 11)"
jumped,386,"('jumped', 11)"
no flag,1032,"('no flag', 11)"
tissue,495,"('tissue', 11)"
woman's,1991,"(""woman's"", 11)"
la,540,"('la', 11)"
santa hat,2544,"('santa hat', 11)"
steering wheel,667,"('steering wheel', 11)"
12:25,2035,"('12:25', 11)"
shaved,2822,"('shaved', 11)"
stones,1933,"('stones', 11)"
waffle,759,"('waffle', 11)"
gmc,801,"('gmc', 11)"
wrist,803,"('wrist', 11)"
us airways express,894,"('us airways express', 11)"
no light,3011,"('no light', 11)"
baggage claim,922,"('baggage claim', 11)"
5:55,997,"('5:55', 11)"
partly cloudy,2685,"('partly cloudy', 11)"
yacht,1039,"('yacht', 11)"
peanut butter,1125,"('peanut butter', 11)"
9:50,1198,"('9:50', 11)"
case,1211,"('case', 11)"
9:25,1223,"('9:25', 11)"
kiting,1230,"('kiting', 11)"
earring,1242,"('earring', 11)"
2:05,1407,"('2:05', 11)"
wreath,1312,"('wreath', 11)"
shape,1375,"('shape', 11)"
hotel room,3099,"('hotel room', 11)"
7 eleven,1484,"('7 eleven', 11)"
colored,3033,"('colored', 11)"
barber shop,1550,"('barber shop', 11)"
licking,642,"('licking', 11)"
paper towels,1581,"('paper towels', 11)"
jungle,1607,"('jungle', 11)"
around neck,1631,"('around neck', 11)"
ana,1646,"('ana', 11)"
bars,2044,"('bars', 11)"
mango,1693,"('mango', 11)"
worms,1696,"('worms', 11)"
skeleton,2271,"('skeleton', 11)"
muffin,1732,"('muffin', 11)"
marina,2497,"('marina', 11)"
oars,1741,"('oars', 11)"
nathan's,1743,"(""nathan's"", 11)"
speed limit,2121,"('speed limit', 11)"
chimney,1748,"('chimney', 11)"
700,1756,"('700', 11)"
victoria,1804,"('victoria', 11)"
on napkin,1813,"('on napkin', 11)"
blue team,2130,"('blue team', 11)"
150,1846,"('150', 11)"
equestrian,1864,"('equestrian', 11)"
recessed,1867,"('recessed', 11)"
daffodils,1890,"('daffodils', 11)"
pigtails,1919,"('pigtails', 11)"
posts,2592,"('posts', 11)"
under armour,1940,"('under armour', 11)"
looking at camera,2160,"('looking at camera', 11)"
sun hat,1959,"('sun hat', 11)"
swiss,1961,"('swiss', 11)"
surprised,1992,"('surprised', 11)"
dr pepper,2369,"('dr pepper', 11)"
12:28,2033,"('12:28', 11)"
scrambled,2067,"('scrambled', 11)"
1:10,3025,"('1:10', 11)"
1 way,201,"('1 way', 11)"
orange and yellow,2084,"('orange and yellow', 11)"
cluttered,2481,"('cluttered', 11)"
peaches,2086,"('peaches', 11)"
zebra and giraffe,2087,"('zebra and giraffe', 11)"
kawasaki,2096,"('kawasaki', 11)"
braid,3088,"('braid', 11)"
shark,2111,"('shark', 11)"
fork and spoon,2115,"('fork and spoon', 11)"
bored,3097,"('bored', 11)"
fireman,2554,"('fireman', 11)"
bible,2499,"('bible', 11)"
rays,2153,"('rays', 11)"
us open,2159,"('us open', 11)"
animal,2171,"('animal', 11)"
spaghetti,2174,"('spaghetti', 11)"
pacifier,2197,"('pacifier', 11)"
safe,2813,"('safe', 11)"
ducati,2288,"('ducati', 11)"
millions,2307,"('millions', 11)"
tattoos,2328,"('tattoos', 11)"
willow,2334,"('willow', 11)"
barrier,2341,"('barrier', 11)"
holding phone,2630,"('holding phone', 11)"
converse,2375,"('converse', 11)"
ranch,2382,"('ranch', 11)"
boredom,2123,"('boredom', 11)"
flat screen,2409,"('flat screen', 11)"
riding horses,1377,"('riding horses', 11)"
not long,2910,"('not long', 11)"
snowsuit,2431,"('snowsuit', 11)"
mitt,2453,"('mitt', 11)"
farmers market,2465,"('farmers market', 11)"
under table,2490,"('under table', 11)"
fanta,2502,"('fanta', 11)"
babies,2559,"('babies', 11)"
shop,1980,"('shop', 11)"
burgers,2597,"('burgers', 11)"
surfers,2825,"('surfers', 11)"
wide,2648,"('wide', 11)"
star wars,3037,"('star wars', 11)"
zipper,2696,"('zipper', 11)"
spiral,2709,"('spiral', 11)"
steamed,712,"('steamed', 11)"
11:05,2730,"('11:05', 11)"
model,2738,"('model', 11)"
csx,2749,"('csx', 11)"
mosaic,2762,"('mosaic', 11)"
suits,1750,"('suits', 11)"
plunger,2776,"('plunger', 11)"
in basket,2780,"('in basket', 11)"
married,2783,"('married', 11)"
bottom left,2785,"('bottom left', 11)"
y,2795,"('y', 11)"
formica,3044,"('formica', 11)"
not high,2863,"('not high', 11)"
kitchenaid,2866,"('kitchenaid', 11)"
each other,2881,"('each other', 11)"
i,2971,"('i', 11)"
8:55,2930,"('8:55', 11)"
heinz,2950,"('heinz', 11)"
triumph,2954,"('triumph', 11)"
spices,1536,"('spices', 11)"
michigan,2993,"('michigan', 11)"
sofa,1824,"('sofa', 11)"
whirlpool,3104,"('whirlpool', 11)"
selling,3087,"('selling', 11)"
us air force,3078,"('us air force', 11)"
99,3091,"('99', 11)"
woodpecker,3124,"('woodpecker', 11)"
cosmo,3116,"('cosmo', 11)"
very big,26,"('very big', 10)"
2:30,2092,"('2:30', 10)"
mets,326,"('mets', 10)"
parrots,481,"('parrots', 10)"
years,3048,"('years', 10)"
upright,2460,"('upright', 10)"
stomach,2977,"('stomach', 10)"
lobster,771,"('lobster', 10)"
domestic,887,"('domestic', 10)"
lacoste,901,"('lacoste', 10)"
6:30,3119,"('6:30', 10)"
50 feet,2157,"('50 feet', 10)"
to catch ball,1644,"('to catch ball', 10)"
sauerkraut,1046,"('sauerkraut', 10)"
printer,1054,"('printer', 10)"
competition,3111,"('competition', 10)"
facebook,1069,"('facebook', 10)"
7:55,3082,"('7:55', 10)"
first base,1893,"('first base', 10)"
in her hand,2963,"('in her hand', 10)"
gym,1109,"('gym', 10)"
not there,1139,"('not there', 10)"
herself,1173,"('herself', 10)"
dome,1185,"('dome', 10)"
asleep,1212,"('asleep', 10)"
main st,1226,"('main st', 10)"
long time,1233,"('long time', 10)"
napkins,1246,"('napkins', 10)"
broom,1248,"('broom', 10)"
fishing boat,2062,"('fishing boat', 10)"
